,company,year,quarter,IQ_EBIT,IQ_TOTAL_OTHER_OPER,IQ_OPER_INC,IQ_TOTAL_REV,TARGET,IQ_AR,IQ_RE,IQ_TOTAL_ASSETS,IQ_CATEGORY
39,IQ108950379,2011.0,Q4,-2.232226,5.6317699999999995,-2.232226,3.4211519999999997,4.635721,0.9016120000000001,-3.433564,3.682415,0.0
40,IQ108950379,2012.0,Q4,-0.376267,4.937856,-0.376267,4.635721,4.13855,3.315352,-3.3371839999999997,4.833287,0.0
41,IQ108950379,2013.0,Q4,-0.22384600000000002,4.105211,-0.22384600000000002,4.13855,5.172867,2.136232,-3.7397400000000003,4.179665,0.0
42,IQ108950379,2015.0,Q4,0.21841100000000002,4.187119,0.21841100000000002,5.172867,7.066363000000001,2.379839,-3.717604,4.390571,0.0
43,IQ108950379,2016.0,Q4,0.859728,5.616954,0.859728,7.066363000000001,9.326255999999999,3.278976,-3.3601949999999996,5.768212999999999,0.0
44,IQ109321903,2014.0,Q4,-6.479086,9.978427,-6.479086,5.918185,11.277000000000001,1.0453430000000001,-10.790897,15.241268,0.0
45,IQ109321903,2015.0,Q4,-10.549000000000001,17.569000000000003,-10.549000000000001,11.277000000000001,19.045,2.225,-17.261,37.397,0.0
46,IQ109607544,2013.0,Q4,0.7894439999999999,2.433573,0.7894439999999999,8.078749,8.686622999999999,0.48382200000000003,0.63675,4.021261,0.0
47,IQ109607544,2014.0,Q4,0.98777,2.547688,0.98777,8.686622999999999,7.744853999999999,1.552465,1.402942,6.47385,0.0
48,IQ109607544,2015.0,Q4,1.211131,2.673168,1.211131,7.744853999999999,10.127525,0.798762,1.7804689999999999,6.819978999999999,0.0
49,IQ109607544,2016.0,Q4,0.568386,3.351381,0.568386,10.127525,9.458114,1.852757,1.905968,8.567616000000001,0.0
50,IQ112263718,2004.0,Q4,-0.18317,2.761259,-0.18317,3.324654,3.61176,0.398372,-0.075602,1.240473,0.0
51,IQ112263718,2005.0,Q4,0.061144000000000004,2.797339,0.061144000000000004,3.61176,3.821452,0.301561,-0.024898,1.17886,0.0
52,IQ112263718,2006.0,Q4,0.036187000000000004,2.910285,0.036187000000000004,3.821452,5.532655999999999,0.244812,-0.02051,1.382192,0.0
53,IQ112263718,2007.0,Q4,0.164571,4.109284,0.164571,5.532655999999999,9.04018,0.46306099999999994,0.049123,2.362101,0.0
54,IQ112263718,2008.0,Q4,0.26466999999999996,7.377988,0.26466999999999996,9.04018,10.030531,0.9151219999999999,0.200026,3.250823,0.0
55,IQ112263718,2009.0,Q4,0.269743,8.48881,0.269743,10.030531,12.607728,0.9065989999999999,0.207531,3.4489949999999996,0.0
56,IQ112263718,2010.0,Q4,0.495726,10.311703999999999,0.495726,12.607728,13.280241,1.317001,0.42727200000000004,4.550659,0.0
57,IQ112263718,2011.0,Q4,0.461642,11.732325999999999,0.461642,13.280241,13.261870000000002,1.049382,0.9113629999999999,5.13345,0.0
58,IQ112263718,2012.0,Q4,0.039437,12.271875999999999,0.039437,13.261870000000002,13.667863,0.461133,0.9720030000000001,4.531086,0.0
59,IQ112263718,2013.0,Q4,0.097075,12.503829,0.097075,13.667863,17.685246,0.739765,0.9960969999999999,4.499784,0.0
60,IQ112263718,2014.0,Q4,0.090316,16.34289,0.090316,17.685246,27.185266,0.8344520000000001,1.116106,5.6829480000000006,0.0
61,IQ112263718,2015.0,Q4,0.415312,25.257683,0.415312,27.185266,34.828255,1.6974810000000002,1.371366,9.785291,0.0
62,IQ112777977,2007.0,Q3,0.003326,0.210754,0.003326,0.21408000000000002,0.399624,0.012684,0.003116,0.098651,0.0
63,IQ112777977,2008.0,Q3,0.021856999999999998,0.375156,0.021856999999999998,0.399624,0.803517,0.083754,0.016402,0.27858299999999997,0.0
64,IQ112777977,2009.0,Q3,0.009812999999999999,0.793704,0.009812999999999999,0.803517,2.239176,0.286985,0.04269,0.757657,0.0
65,IQ112777977,2012.0,Q4,-1.082998,3.322174,-1.082998,2.239176,1.9856470000000002,0.321713,-0.39167399999999997,2.174012,0.0
66,IQ112777977,2013.0,Q4,-1.2091610000000002,2.876111,-1.2091610000000002,1.9856470000000002,7.388061,0.7074060000000001,-2.56743,3.2542720000000003,0.0
67,IQ112777977,2015.0,Q4,-1.2169379999999999,7.6212990000000005,-1.2169379999999999,7.388061,9.943501,1.9215779999999998,-4.514949,14.782581,0.0
68,IQ116121235,2007.0,Q4,1.252656,3.311499,1.252656,4.564155,7.099378,1.509191,0.006159,3.507207,0.0
69,IQ116121235,2008.0,Q4,1.8213970000000002,5.277981,1.8213970000000002,7.099378,12.520273,3.807549,0.0045969999999999995,5.820058,0.0
70,IQ116121235,2009.0,Q4,1.559767,5.17957,1.559767,12.520273,11.175646,2.372937,0.004556,5.145147,0.0
71,IQ116121235,2010.0,Q4,1.672771,4.774376,1.672771,11.175646,12.099141,2.2377830000000003,0.000552,3.702472,0.0
72,IQ116852326,2015.0,Q4,-3.217,9.398,-3.217,6.181,11.895,5.756,-9.067,35.896,0.0
73,IQ116852326,2016.0,Q4,-2.0580000000000003,13.953,-2.0580000000000003,11.895,15.484000000000002,0.7809999999999999,-10.777000000000001,29.16,0.0
74,IQ117439856,2016.0,Q4,-0.510074,0.24602600000000002,-0.510074,1.575487,4.079901,0.124925,101.58966,115.84275,0.0
75,IQ117807712,2016.0,Q4,-0.688543,2.798448,-0.688543,2.38956,3.4055190000000004,0.198391,-1.994948,1.158923,0.0
76,IQ121654,2009.0,Q4,0.022069,6.478657,0.022069,6.501938,5.234967,2.1593720000000003,0.451705,2.8855049999999998,0.0
77,IQ121654,2010.0,Q4,0.15904100000000002,5.075926,0.15904100000000002,5.234967,4.981408,1.612635,0.042961,2.777804,0.0
78,IQ121654,2011.0,Q4,0.047751999999999996,4.933656,0.047751999999999996,4.981408,4.2778160000000005,1.86172,0.561445,3.6738690000000003,0.0
79,IQ121654,2012.0,Q4,0.06574400000000001,4.212072,0.06574400000000001,4.2778160000000005,3.421047,0.9496870000000001,0.575341,3.630611,0.0
80,IQ121654,2013.0,Q4,0.158122,3.262925,0.158122,3.421047,4.081328,0.912386,0.150607,2.43649,0.0
81,IQ121654,2014.0,Q4,0.17210899999999998,3.909219,0.17210899999999998,4.081328,4.4724330000000005,0.9682360000000001,0.086647,2.401439,0.0
82,IQ121654,2015.0,Q4,0.259519,4.212914,0.259519,4.4724330000000005,5.209477,1.29974,0.127702,3.078449,0.0
83,IQ121654,2016.0,Q4,0.23474499999999998,4.974732,0.23474499999999998,5.209477,4.079319,1.2812780000000001,0.102239,3.5754330000000003,0.0
84,IQ128568,1996.0,Q4,1.161716,3.846833,1.161716,64.2108,92.658035,14.155821,1.5706799999999999,38.38649,0.0
85,IQ128568,1997.0,Q4,4.812467,4.174425,4.812467,92.658035,181.71733,20.835718,3.2112439999999998,55.546440000000004,0.0
86,IQ128568,1998.0,Q4,12.630075,11.488503,12.630075,181.71733,234.06557999999998,30.499237,8.010277,111.82238999999998,0.0
87,IQ128568,1999.0,Q4,20.774746,11.85694,20.774746,234.06557999999998,321.87613,53.375248,10.592856,187.67615,0.0
88,IQ128568,2001.0,Q4,24.819695,19.215286,24.819695,371.8466,361.1045,126.3297,14.86365,339.74722,0.0
89,IQ128568,2002.0,Q4,14.809811999999999,25.178244,14.809811999999999,361.1045,353.26968,140.4886,0.656824,306.89437999999996,0.0
90,IQ128568,2003.0,Q4,9.52257,19.114368,9.52257,353.26968,374.74356,131.09569,1.0398530000000001,304.33227999999997,0.0
91,IQ128568,2005.0,Q4,19.85719,10.044032000000001,19.85719,374.74356,426.42664,148.95338,7.552664999999999,307.80746,0.0
92,IQ128568,2006.0,Q4,26.360733000000003,11.220672,26.360733000000003,426.42664,440.9776,174.74182,12.552955,361.70047,0.0
93,IQ128568,2007.0,Q4,33.716244,13.257843,33.716244,440.9776,654.0451,224.02037,7.890489,467.33237,0.0
94,IQ128568,2008.0,Q4,42.085392,22.084232,42.085392,654.0451,539.4425,300.16507,13.453667999999999,634.746,0.0
95,IQ132951848,2014.0,Q4,2.81,4.11,2.81,9.198,11.218,0.905,3.721,17.668,0.0
96,IQ132951848,2015.0,Q4,2.863,5.946000000000001,2.863,11.218,15.565,1.537,5.837999999999999,65.642,0.0
97,IQ132951848,2016.0,Q4,4.369,6.602,4.369,15.565,20.116,2.526,7.89,85.03399999999999,0.0
98,IQ13471413,2006.0,Q4,-1.042902,7.478082000000001,-1.042902,6.937834,9.64033,1.7886490000000002,-1.56961,6.3497639999999995,0.0
99,IQ13471413,2007.0,Q4,-4.180578,13.199995999999999,-4.180578,9.64033,14.404217000000001,1.9739369999999998,-6.007413,12.126002,0.0
100,IQ13471413,2008.0,Q4,-7.342525999999999,19.90956,-7.342525999999999,14.404217000000001,13.374942,1.9662259999999998,-15.296829,18.758879,0.0
101,IQ13471413,2009.0,Q4,-4.170766,16.606302,-4.170766,13.374942,18.194077,1.885982,-18.813246,12.926821,0.0
102,IQ13471413,2010.0,Q4,-6.235346,23.324844,-6.235346,18.194077,17.609389999999998,2.495331,-26.297483000000003,12.679064,0.0
103,IQ13471413,2011.0,Q4,6.14114,10.925891,6.14114,17.609389999999998,14.131347,1.6746130000000001,-20.544442999999998,14.899962,0.0
104,IQ13471413,2012.0,Q4,9.194125999999999,4.8812940000000005,9.194125999999999,14.131347,30.520846999999996,1.073102,-11.780971000000001,27.413113,0.0
105,IQ13471413,2013.0,Q4,6.9912149999999995,23.259672,6.9912149999999995,30.520846999999996,26.057085,0.450586,-7.083817999999999,28.951544000000002,0.0
106,IQ13471413,2015.0,Q4,4.00661,21.91236,4.00661,26.057085,28.837969,0.19353599999999999,1.58199,13.566129,0.0
107,IQ135685,2004.0,Q4,-0.371676,2.280997,-0.371676,3.153713,3.109562,0.509482,-3.2024619999999997,5.978842,0.0
108,IQ135685,2005.0,Q4,-0.12748199999999998,2.08405,-0.12748199999999998,3.109562,3.8466419999999997,0.775315,-3.2970099999999998,5.855915,0.0
109,IQ135685,2006.0,Q4,0.501123,2.136498,0.501123,3.8466419999999997,5.1263559999999995,1.369995,-2.7507759999999997,6.344176999999999,0.0
110,IQ135685,2008.0,Q4,0.38811,3.68983,0.38811,6.9926070000000005,8.105391000000001,2.377567,4.937469999999999,28.161340000000003,0.0
111,IQ135685,2009.0,Q4,1.645863,3.464639,1.645863,8.105391000000001,8.318299,3.805044,6.070767,26.744709000000004,0.0
112,IQ135685,2010.0,Q4,0.826744,3.689025,0.826744,8.318299,8.136654,2.643011,8.232349000000001,27.953924,0.0
113,IQ135685,2011.0,Q4,-2.076988,4.506842,-2.076988,8.136654,9.580057,1.2938399999999999,4.357694,27.709642,0.0
114,IQ135685,2012.0,Q4,-0.395694,4.67505,-0.395694,9.580057,8.55743,0.66855,4.125380000000001,21.404276,0.0
115,IQ135685,2013.0,Q4,-2.389167,5.483495,-2.389167,8.55743,10.21805,0.007986,1.722162,20.621208,0.0
116,IQ13609881,2004.0,Q4,0.172022,0.868951,0.172022,1.048039,1.444175,0.46079899999999996,-0.6569470000000001,1.636296,0.0
117,IQ13609881,2005.0,Q4,0.077454,1.3667209999999999,0.077454,1.444175,1.262501,1.000467,0.139086,1.875873,0.0
118,IQ13609881,2006.0,Q4,-0.598507,1.842501,-0.598507,1.262501,2.2715419999999997,0.47281999999999996,-0.459171,1.444334,0.0
119,IQ13609881,2007.0,Q4,0.189886,2.058611,0.189886,2.2715419999999997,3.9425879999999998,0.713917,-0.222369,2.067016,0.0
120,IQ13609881,2008.0,Q4,0.379116,3.540928,0.379116,3.9425879999999998,3.77187,1.144201,0.457929,3.5449040000000003,0.0
121,IQ13609881,2009.0,Q4,-0.33737399999999995,4.025544,-0.33737399999999995,3.77187,4.821342,1.397987,0.13909000000000002,3.983572,0.0
122,IQ13609881,2010.0,Q4,0.096722,4.621233,0.096722,4.821342,5.783154,2.093589,0.686293,4.709343,0.0
123,IQ13609881,2011.0,Q4,0.22835100000000003,5.5034980000000004,0.22835100000000003,5.783154,6.09288,2.3156779999999997,1.6778950000000001,6.282521,0.0
124,IQ13609881,2012.0,Q4,-0.362444,6.432303,-0.362444,6.09288,8.449303,2.589839,0.26429400000000003,5.367367,0.0
125,IQ13609881,2015.0,Q4,-0.707634,9.822099,-0.707634,9.184395,10.725181,1.8879080000000001,1.183526,8.416862,0.0
126,IQ13609881,2016.0,Q4,-0.838516,11.501113,-0.838516,10.725181,12.511429,1.811755,1.1775799999999998,10.542403,0.0
127,IQ137304419,2008.0,Q4,0.003915,0.23532899999999998,0.003915,0.24017399999999997,0.276643,0.023073,-0.00032,0.727504,0.0
128,IQ137304419,2009.0,Q4,-0.009228,0.285871,-0.009228,0.276643,0.6055020000000001,0.039739,0.044454,0.795365,0.0
129,IQ137304419,2010.0,Q4,0.095844,0.481174,0.095844,0.6055020000000001,0.9374629999999999,0.22546,0.17812,0.600927,0.0
130,IQ137304419,2014.0,Q4,-0.239387,0.982808,-0.239387,0.9374629999999999,3.08386,0.395923,0.013909,5.7186330000000005,0.0
131,IQ137304419,2015.0,Q4,0.07156,2.930103,0.07156,3.08386,6.438714,0.876452,0.061259,31.0526,0.0
132,IQ137304419,2016.0,Q4,-0.993497,6.571386,-0.993497,6.438714,10.684624000000001,1.1537,-0.599867,85.596375,0.0
133,IQ138652,1998.0,Q2,-0.9924860000000001,1.828711,-0.9924860000000001,0.836225,1.075072,1.173861,-0.823875,2.972506,0.0
134,IQ138652,1999.0,Q2,-1.267574,2.342646,-1.267574,1.075072,1.471989,0.291723,-2.07766,9.398771,0.0
135,IQ138652,2000.0,Q2,-6.885128999999999,8.357118,-6.885128999999999,1.471989,0.8186220000000001,1.423562,-13.010326,36.83162,0.0
136,IQ138652,2001.0,Q2,-24.014385,24.833008,-24.014385,0.8186220000000001,0.24778000000000003,1.391842,-36.120262,22.136470000000003,0.0
137,IQ138652,2002.0,Q2,-11.618414,11.866194,-11.618414,0.24778000000000003,0.512881,0.082162,-48.598663,10.370797999999999,0.0
138,IQ138652,2003.0,Q2,-8.034016000000001,8.546897,-8.034016000000001,0.512881,0.9256110000000001,0.135016,-60.876675,2.274142,0.0
139,IQ138652,2004.0,Q2,-6.854239,7.77985,-6.854239,0.9256110000000001,0.888,0.256278,-67.512886,1.104884,0.0
140,IQ138652,2005.0,Q2,-5.856,6.744,-5.856,0.888,0.6609999999999999,0.142,-74.572,1.544,0.0
141,IQ138652,2007.0,Q2,-4.0280000000000005,4.765,-4.0280000000000005,1.077,1.915,0.191,-81.903,1.798,0.0
142,IQ138652,2008.0,Q2,-3.248,4.773,-3.248,1.915,1.568,1.0590000000000002,-84.755,6.67,0.0
143,IQ138652,2009.0,Q2,-6.53,7.696000000000001,-6.53,1.568,1.9469999999999998,0.159,-91.21799999999999,2.092,0.0
144,IQ138652,2010.0,Q2,-4.695,6.154,-4.695,1.9469999999999998,2.488,0.19699999999999998,-95.869,1.93,0.0
145,IQ138652,2011.0,Q2,-7.205,9.131,-7.205,2.488,3.017,0.254,-103.38799999999999,4.63,0.0
146,IQ138652,2012.0,Q2,-9.588,11.935,-9.588,3.017,4.143,0.706,-112.37299999999999,7.986000000000001,0.0
147,IQ138652,2013.0,Q2,-8.144,11.328,-8.144,4.143,10.82,0.618,-120.102,16.265,0.0
148,IQ138652,2014.0,Q2,-8.182,16.115,-8.182,10.82,19.267,6.4270000000000005,-124.795,27.289,0.0
149,IQ138652,2015.0,Q2,-8.302999999999999,23.23,-8.302999999999999,19.267,22.772,6.4639999999999995,-133.122,49.901,0.0
150,IQ138652,2016.0,Q2,-11.055,26.4,-11.055,22.772,30.305,3.569,-140.32399999999998,41.527,0.0
151,IQ139512,2006.0,Q4,0.277503,9.583945,0.277503,19.332910000000002,26.733172999999997,4.58553,0.266726,18.992767,0.0
152,IQ139512,2007.0,Q4,2.07861,12.661961,2.07861,26.733172999999997,30.909227,6.70901,2.179271,27.29085,0.0
153,IQ139512,2008.0,Q4,0.978957,15.522836999999999,0.978957,30.909227,51.407759999999996,6.102616,3.7915739999999998,38.06572,0.0
154,IQ139512,2009.0,Q4,1.6240379999999999,31.716694,1.6240379999999999,51.407759999999996,44.567966,7.981153,4.3115440000000005,27.875729999999997,0.0
155,IQ139512,2010.0,Q4,2.745447,18.041138,2.745447,44.567966,78.00571,10.576443,5.648891000000001,34.838615000000004,0.0
156,IQ139512,2011.0,Q4,3.048965,30.081783,3.048965,78.00571,89.98962399999999,18.797766,7.915754,53.588646,0.0
157,IQ139512,2012.0,Q4,3.507451,36.18465,3.507451,89.98962399999999,104.78673,24.121738,6.603064,55.553753,0.0
158,IQ139512,2013.0,Q4,3.202748,43.531025,3.202748,104.78673,113.1605,24.732128,0.733575,66.93172,0.0
159,IQ139512,2014.0,Q4,4.796933999999999,44.298016,4.796933999999999,113.1605,124.66808999999999,29.929977,1.6473939999999998,61.9853,0.0
160,IQ139512,2015.0,Q4,4.9085790000000005,44.44918,4.9085790000000005,124.66808999999999,155.41,31.063515000000002,3.860671,83.62549,0.0
161,IQ139512,2016.0,Q4,7.414461999999999,56.567513,7.414461999999999,155.41,172.77435,34.11095,7.246416,97.4428,0.0
162,IQ139518,2003.0,Q4,0.639319,1.491266,0.639319,3.363989,6.001456,0.922589,0.619531,3.837997,0.0
163,IQ139518,2004.0,Q4,2.152405,1.790625,2.152405,6.001456,7.624333999999999,2.936782,2.594762,6.209908,0.0
164,IQ139518,2005.0,Q4,1.822183,2.586462,1.822183,7.624333999999999,7.1659,2.771175,3.6298790000000003,7.544397,0.0
165,IQ139518,2006.0,Q4,0.25392800000000004,3.4903370000000002,0.25392800000000004,7.1659,10.831696,2.339913,3.829133,7.632671,0.0
166,IQ139518,2007.0,Q4,1.027916,5.146195,1.027916,10.831696,16.084375,3.3703019999999997,4.982345,9.219653,0.0
167,IQ139518,2008.0,Q4,0.421809,8.629961,0.421809,16.084375,17.817167,4.07907,6.644094,12.027699,0.0
168,IQ139518,2009.0,Q4,1.554253,9.793249000000001,1.554253,17.817167,21.707386,6.6848160000000005,5.401279,11.230769,0.0
169,IQ139518,2010.0,Q4,4.402064,10.328225,4.402064,21.707386,18.4346,6.185658999999999,4.070589,10.70627,0.0
170,IQ139518,2011.0,Q4,1.067121,11.058525,1.067121,18.4346,19.766707999999998,6.797254,4.791695,15.368232999999998,0.0
171,IQ139518,2012.0,Q4,-0.227979,12.228124000000001,-0.227979,19.766707999999998,18.924473000000003,9.844185000000001,1.06441,11.450559,0.0
172,IQ139518,2013.0,Q4,0.663346,10.437219,0.663346,18.924473000000003,32.827232,8.737336,17.660042,28.526459999999997,0.0
173,IQ139518,2014.0,Q4,0.624378,9.717445,0.624378,32.827232,35.202709999999996,10.259944,30.901498999999998,42.288303000000006,0.0
174,IQ139518,2015.0,Q4,2.354142,16.24176,2.354142,35.202709999999996,38.30842,8.093503,62.664364,78.63474000000001,0.0
175,IQ139518,2016.0,Q4,-0.26860900000000004,19.619223,-0.26860900000000004,38.30842,54.05373,8.070342,28.625708000000003,107.37089499999999,0.0
176,IQ140422852,2014.0,Q4,-1.8724299999999998,2.3343529999999997,-1.8724299999999998,3.896675,13.752270000000001,0.211299,-4.837381,4.376393,0.0
177,IQ140422852,2015.0,Q4,-1.0649600000000001,1.964031,-1.0649600000000001,13.752270000000001,43.146442,1.428987,-6.151611,5.6688849999999995,0.0
178,IQ140422852,2016.0,Q4,0.828874,2.3525150000000004,0.828874,43.146442,15.168612,2.3120849999999997,-4.871131,9.48349,0.0
179,IQ141385876,2013.0,Q4,-0.099131,1.114949,-0.099131,1.051174,2.82915,0.056851,-0.334355,0.6858420000000001,0.0
180,IQ141385876,2014.0,Q4,0.798081,1.975112,0.798081,2.82915,5.418605,0.172545,0.430938,1.758319,0.0
181,IQ141385876,2015.0,Q4,0.758367,4.622318,0.758367,5.418605,9.98016,0.47598199999999996,0.532977,3.846432,0.0
182,IQ141385876,2016.0,Q4,2.9219310000000003,7.058228999999999,2.9219310000000003,9.98016,17.658747,1.98453,2.1998029999999997,7.844481,0.0
183,IQ154798,2008.0,Q4,1.257325,95.14049,1.257325,118.17227,97.71540999999999,71.8488,-2.04663,229.5688,0.0
184,IQ154798,2009.0,Q4,-22.234343,101.2953,-22.234343,97.71540999999999,85.84993,70.509155,-30.215673,204.45197,0.0
185,IQ154798,2010.0,Q4,-23.039883,88.94333,-23.039883,85.84993,73.01688,38.688076,-94.39069,159.05145,0.0
186,IQ154798,2011.0,Q4,-31.285790999999996,84.01469,-31.285790999999996,73.01688,50.945408,37.16904,-132.7933,137.87698,0.0
187,IQ154798,2012.0,Q4,-11.72743,56.0608,-11.72743,50.945408,48.754204,17.914406,-151.91147,110.09118000000001,0.0
188,IQ154798,2013.0,Q4,-7.1525229999999995,49.58717,-7.1525229999999995,48.754204,69.30659,12.638285,-27.866077,103.95266,0.0
189,IQ154798,2014.0,Q4,14.971186,45.680912,14.971186,69.30659,52.788326,12.396509,0.6135729999999999,97.650566,0.0
190,IQ154798,2015.0,Q4,2.4192869999999997,42.698757,2.4192869999999997,52.788326,71.474396,12.24962,3.057802,107.02748999999999,0.0
191,IQ154798,2016.0,Q4,4.267192,54.13289,4.267192,71.474396,76.303696,15.44431,7.5143960000000005,131.59982,0.0
192,IQ171128573,2011.0,Q4,0.883049,2.87423,0.883049,3.757279,4.096097,0.916151,0.214013,3.447072,0.0
193,IQ171128573,2012.0,Q4,0.522763,3.535071,0.522763,4.096097,5.12404,0.952996,0.643875,3.7526019999999995,0.0
194,IQ171128573,2013.0,Q4,1.369901,3.754139,1.369901,5.12404,6.040035,1.5599129999999999,1.936235,4.870889,0.0
195,IQ171128573,2014.0,Q4,1.27216,4.767875,1.27216,6.040035,6.486798,2.0293229999999998,2.998334,5.455662,0.0
196,IQ171128573,2015.0,Q4,1.6234819999999999,4.85576,1.6234819999999999,6.486798,6.944313,1.703023,4.389668,6.54213,0.0
197,IQ171128573,2016.0,Q4,1.008921,5.91266,1.008921,6.944313,7.987603,2.551242,5.199701999999999,7.292058,0.0
